quote_no;productid;quantity;listprice;product_no;productname
QUO7916;9324;19;96;PRO2595;Exit Button,flush stainless steel
QUO7916;9325;14;432;PRO2596;600lbs EM lock with LED(monitored)
QUO7916;9326;14;120;PRO2597;ZL Bracket
QUO7916;9327;14;108;PRO2598;Power Supply for Lock
QUO7916;9328;8;612;PRO2599;Cat6 Cables (305meter/roll)
QUO7916;9315;1;24000;PRO2586;Installation Services
QUO7916;9315;1;10000;PRO2586;Installation Services
QUO7917;9338;1;500;PRO2600;Telephone network cable
QUO7917;9129;1;10;PRO2525;Face plate  3*3 (JE/DATA COM)
QUO7917;9130;1;15;PRO2526;Cat5e RJ 45 keystone jack. (JE/DATA COM)
QUO7917;9173;1;150;PRO2538;Panasonic Telephone
QUO7917;9131;1;175;PRO2527;Pvc trunking job with material and fixing.
QUO7917;9144;1;650;PRO2532;Panasonic PABX System
QUO7918;9347;2;6179.14;PRO2601;HP BL460c G7 CTO Blade
QUO7918;9348;2;4098.1;PRO2602;HP BL460c G7 E5649 FlO Kit
QUO7918;9350;2;0;PRO2604;Factory integrated
QUO7918;9349;2;4098.1;PRO2603;HP BL460c G7 E5649 Kit
QUO7918;9369;8;401;PRO2623;HP 4Gb 1Rx4 PC3L-10600R-9 Kit
QUO7918;9352;8;0;PRO2606;Factory integrated
QUO7918;9353;4;1041.68;PRO2607;HP 300GB 6G SAS 10K 2.5in DP ENT HDD
QUO7918;9354;4;0;PRO2608;Factory integrated
QUO7918;9356;2;0;PRO2610;Factory integrated
QUO7918;9355;2;3169.64;PRO2609;HP BLc Emulex LPe1205 8Gb FC HBA Opt
QUO7918;9357;2;1505;PRO2611;HP 512MB Flash Backed Write Cache
QUO7918;9358;2;0;PRO2612;Factory integrated
QUO7918;9359;2;0;PRO2613;HP Raid 1 Drive 1 F10 Setting
QUO7918;9385;1;0;PRO2639;HP 3y Support Plus 24 SVC
QUO7918;9361;1686.41;1956.34;PRO2615;BL4xxc Svr Bld HW Support
QUO7918;9362;1;0;PRO2616;HP Installation and Startup Service
QUO7918;9363;2;640;PRO2617;c-Class Server Blade Install SVC
QUO7919;9364;3;7172;PRO2618;HP DL380G7 SFF CTO Chassis
QUO7919;9365;3;0;PRO2619;Europe - MultiLingual Localization
QUO7919;9366;3;4098.1;PRO2620;HP DL380G7 E5649 FIO Kit
QUO7919;9367;3;4098.1;PRO2621;HP Dl380G7 E5649 Kit
QUO7919;9368;3;0;PRO2622;Factory Integrated
QUO7919;9369;12;401;PRO2623;HP 4Gb 1Rx4 PC3L-10600R-9 Kit
QUO7919;9370;12;0;PRO2624;Factory Integrated
QUO7919;9353;18;1040.6;PRO2607;HP 300GB 6G SAS 10K 2.5in DP ENT HDD
QUO7919;9372;3;336.4;PRO2626;HP Slim 12.7mm SATA DVD Optical Kit
QUO7919;9373;3;0;PRO2627;Factory Integrated
QUO7919;9374;3;1505;PRO2628;HP 512MB Flash Backed Write Cache
QUO7919;9358;3;0;PRO2612;Factory integrated
QUO7919;9376;3;6596;PRO2630;HP 82E 8Gb Dual Port PCl-e FC HBA
QUO7919;9377;3;0;PRO2631;Factory Integrated
QUO7919;9378;6;882;PRO2632;HP 460W CS Plat Ht Plug Pwr Supply Kit
QUO7919;9379;6;0;PRO2633;Factory Integrated
QUO7919;9380;3;0;PRO2634;HP Raid 5 Drive 1 FIO Setting
QUO7919;9381;3;16.25;PRO2635;HP PL Foundation Pk Single Rel FIO SW
QUO7919;9385;1;0;PRO2639;HP 3y Support Plus 24 SVC
QUO7919;9383;3;270;PRO2637;Proliant Server DL38x HW Support
QUO7919;9384;3;1554;PRO2638;HP IC ML/DL/BL Bundle E-LTU 24x7 SW
QUO7919;9360;1;0;PRO2614;HP 3y Support Plus 24 SVC
QUO7919;9386;3;664;PRO2640;HP IC ML/DL/BL SW Sup
QUO7920;9387;1;100098.1;PRO2641;HP P4300 G2 7.2 TB SAS Starter SAN
QUO7920;9360;1;0;PRO2614;HP 3y Support Plus 24 SVC
QUO7920;9389;1;7198;PRO2643;LHN P4300 SAN Solution Support
QUO7920;9390;5;1336.15;PRO2644;WinSvrEnt 2008R2 SNGL OLP NL Acdmc
QUO7920;9391;1;8118;PRO2645;SQLSvrEnt 2008R2 SNGL OLP NL Acdmc
QUO7920;9392;1;156;PRO2646;SQLCAL 2008R2 SNGL OLP NL AcdUsrCAL
QUO7921;9444;1;3195;PRO2650;Canon Image Runner 2318 A3 A4 printer
QUO7922;9492;1;61900;PRO2652;BSD-INTELLECT-Eprocurement
QUO7922;9493;1;26550;PRO2653;ITC-PROFIT SHARE
QUO7923;9501;1;1300;PRO2654;HP 500GB 3G SATA 7.2K 2.5in MDL HDD
QUO7923;9315;1;500;PRO2586;Installation Services
QUO7924;5969;2;14200;PRO2014;HP DL380 G6 E5520 Base EU Svr - 2U - Intel QC 2.26
QUO7924;5986;1;17500;PRO2031;Dyn CRM Ent Svr Sngl Lic/SA Pack OLP NL Qualified
QUO7924;5987;25;3500;PRO2032;Dyn CRM CAL Sngl Lic/SA Pack OLP NL User CAL Quali
QUO7924;5988;1;100;PRO2033;Dyn CRM Ent Svr 4.0 32-bit/64-bit English Disk Kit
QUO7924;4593;1;140000;PRO1651;BSD-IMPLEMENTATION FEES
QUO7925;9521;1;15990;PRO2655;CANON DIGITAL COPIER IR 2420
QUO7925;9524;1;5868;PRO2656;CANON DIGITAL COPIER IR 2420
QUO7926;9234;1;2260;PRO2554;Sony VPL e-series Data Projector
QUO7926;9315;1;400;PRO2586;Installation Services
QUO7927;9590;1;32200;PRO2677;SQLSvrEnt 2008R2 SNGL OLP NL
QUO7927;9591;350;614;PRO2678;SQLCAL 2008R2 SNGL OLP NL UsrCAL
QUO7928;9593;1;7250;PRO2679;ViewSonic Pro8450W Projector
QUO7928;9315;1;400;PRO2586;Installation Services
QUO7929;9599;1;106720;PRO2680;SQLSvrEnt 2008R2 SNGL OLP NL 1Proc
QUO7930;4592;1;46000;PRO1650;BSD-INTELLECT-HD
QUO7930;7716;1;15000;PRO2338;INTELLECT-HD-Asset Management
QUO7930;7126;360;50;PRO2218;INTELLECT-HD Agent License
QUO7930;4593;1;41300;PRO1651;BSD-IMPLEMENTATION FEES
QUO7932;9582;1;11950;PRO2672;AVAYA IP Telephony Solution
QUO7932;9583;1;1750;PRO2673;Network Cabling Infrastructure Solution
QUO7933;9625;1;1200;PRO2682;Panasonic PABX 3 lines 8 ext.
QUO7933;9627;1;450;PRO2683;3 PORT CALLER ID CARD ( MAX 3)
QUO7933;9628;7;350;PRO2684;Proprietory telephone with display and speaker    
QUO7933;9629;1;600;PRO2685;Programming Charges
QUO7933;9315;1;1000;PRO2586;Installation Services
QUO7934;9322;100;25.3;PRO2593;125Khz Proximity card , ISO Glossy white
QUO7935;9640;1;160;PRO2686;Canon mini DV tape
QUO7935;9641;1;280;PRO2687;Fire wire cable CV – 150 DV cable
QUO7935;9642;1;225;PRO2688;USB IFC – 400 PCU
QUO7936;8277;20;60;PRO2373;Trend Micro - Worry-Free Business Security v9
QUO7937;9650;1;7360;PRO2689;Extended Validation MDC SSL
QUO7939;3083;1;1104;PRO1514;HP Scanjet 5590 Digital Flatbed Scanner +ADF
QUO7939;2019;1;449;PRO1379;Linksys dual band N Router
QUO7939;9684;3;1598;PRO2691;HP PRO 3400
QUO7939;9685;3;403;PRO2692;HP LED '18.5
QUO7939;9625;1;760;PRO2682;Panasonic PABX 3 lines 8 ext.
QUO7939;9690;1;1000;PRO2694;HP printer  CP1525n
QUO7939;9114;1;1400;PRO2517;PABX system
QUO7939;5723;4;316;PRO1980;Panasonic Phone KX T7730
QUO7939;3153;1;1500;PRO1536;TI-System Installation and Configuration
QUO7939;2389;3;75;PRO1476;WIRELESS NETWORK CARD
QUO7939;3756;1;75;PRO1617;Fax Modem
QUO7939;9583;1;1380;PRO2673;Network Cabling Infrastructure Solution
QUO7940;9583;1;1200;PRO2673;Network Cabling Infrastructure Solution
QUO7941;9709;1;1380;PRO2696;ZK Fingerprint Time & Attendance w/ 3 Inches TFT L
QUO7941;9708;1;4715;PRO2695;ZK Software Fingerprint/RFID/ Password Access Cont
QUO7942;9712;1;518;PRO2697;IN/OUTDOOR DOME WITH NIGHT VISION:
QUO7942;9713;1;1725;PRO2698;4 Channel DVR
QUO7942;9714;1;570;PRO2699;1TB HDD Storage
QUO7942;9715;1;700;PRO2700;Installation Charges
QUO7942;9717;1;560;PRO2701;LCD Monitor
QUO7943;5986;1;17500;PRO2031;Dyn CRM Ent Svr Sngl Lic/SA Pack OLP NL Qualified
QUO7943;5987;5;3500;PRO2032;Dyn CRM CAL Sngl Lic/SA Pack OLP NL User CAL Quali
QUO7943;5988;1;100;PRO2033;Dyn CRM Ent Svr 4.0 32-bit/64-bit English Disk Kit
QUO7943;4593;1;140000;PRO1651;BSD-IMPLEMENTATION FEES
QUO7944;9723;1;260;PRO2702;HP laserjet Cartridge-Black
QUO7944;9726;1;248;PRO2705;HP laserjet toner-Yellow
QUO7944;9724;1;248;PRO2703;HP laserjet Cartridge-Cyan
QUO7944;9725;1;248;PRO2704;HP laserjet toner-Magenta
QUO7945;9734;1;60000;PRO2706;Intellect-BPM: Suggestions System
QUO7946;9759;56;2789;PRO2719;DELL OptiPlex 790 MT : Stnd Base Mini-Tower
QUO7946;9749;137;778;PRO2710;"Dell E-series Monitor(21.5"")"
QUO7946;9751;4;2731.25;PRO2712;HP 2320 NF COLOR LASERJET
QUO7946;9752;1;1265;PRO2713;Hp scanner 5590 with adf
QUO7946;9753;1;448.5;PRO2714;Hp scanner 3110
QUO7946;9754;2;287.5;PRO2715;Microsoft Life cam cinema
QUO7946;9755;56;172.5;PRO2716;Nvidia/GEFORCE GT 520 1GB
QUO7946;9757;10;1000.5;PRO2717;Cisco UC Phone 7942
QUO7947;7671;1;550;PRO2322;TI-Technical Assistance
QUO7947;9753;1;600;PRO2714;Hp scanner 3110
QUO7948;9124;2;1560;PRO2521;HP Pro 3300 Core i3
QUO7948;5723;2;316;PRO1980;Panasonic Phone KX T7730
QUO7948;9685;2;403;PRO2692;HP LED '18.5
QUO7948;9768;1;2130;PRO2723;HP ProBook 4530
QUO7949;7671;1;900;PRO2322;TI-Technical Assistance
QUO7949;4038;1;230;PRO1635;Panasonic Phone Service Charge
QUO7950;8352;10;66;PRO2376;Trend Micro-Worry-Free Business Security v7.x, Sta
QUO7950;5600;3;750;PRO1954;TI-Technical Assistance
QUO7951;9322;3000;9.4;PRO2593;125Khz Proximity card , ISO Glossy white
QUO7952;9818;2;80;PRO2726;Dlink WIRELESS N USB ADAPTER
QUO7953;5593;1;14610;PRO1953;CERTIFIED SECURITY AUDIT
QUO7954;9841;51;135;PRO2727;TrendMicro Worry-Free Business Security v7.x,
QUO7955;9847;6;24000;PRO2728;Senior .Net Developer
QUO7955;9847;6;24000;PRO2728;Senior .Net Developer
QUO7955;9848;6;12000;PRO2729;Outsourcing-Managed
QUO7956;9869;1;1600;PRO2731;F-11 Comet Finger + RFID Master and Attendance
QUO7956;9870;1;300;PRO2732;Magnetic Lock 600LBS
QUO7956;9871;1;200;PRO2733;Power Supply
QUO7956;9872;1;60;PRO2734;Release Button
QUO7956;9875;1;15;PRO2736;RFID Card
QUO7957;9879;1;160;PRO2739;PANASONIC TCA400 WIRED HEADSET
QUO7957;9878;1;620;PRO2738;PLANTRONICS  WIRED HEADSET
QUO7957;9877;1;1317;PRO2737;PLANTRONICS  WIRELESS HEADSET + HL10 LIFTER
QUO7958;6576;1;14610;PRO2099;SCA COMPLIANCY EXTERNAL AUDIT
QUO7959;9890;10;1520;PRO2740;Dell 390 - Ci3 2GB 500GB
QUO7959;9891;50;550;PRO2741;Microsoft Windows Professional 32BIT (OEM)
QUO7960;9939;1;360000;PRO2746;BPS-System Maintenance
QUO7962;9993;1;1750;PRO2747;IP CCTV System Viewer ~ Honeywell
QUO7962;9316;1;4500;PRO2587;Engineering Services
QUO7963;10009;1;1650;PRO2748;IPV4008
QUO7963;10010;4;550;PRO2749;IPD-1210IR
QUO7963;10011;4;200;PRO2750;RG59 Co-Axial cabling for the cameras
QUO7963;10012;4;190;PRO2751;Centralized power cabling for the cameras
QUO7963;10013;1;300;PRO2752;Centralized power supply for cameras
QUO7963;10014;1;580;PRO2753;1 TB Hard Disc
QUO7963;8469;1;375;PRO2421;LCD Monitor 18.5
QUO7963;10015;1;250;PRO2754;License-web space for remote monitoring
QUO7963;10016;1;290;PRO2755;Linksys broadband router
QUO7963;10017;1;390;PRO2756;Internet configuration for remote viewing
QUO7963;10018;1;1500;PRO2757;Termination, Installation and programming camera
QUO7964;10028;2;6000;PRO2758;BPS-NETWORK ENGINEER
QUO7965;5424;1;700;PRO1932;BPS-CONSULTATION
QUO7966;10073;1;20976;PRO2760;Neverfail Support Renewal
QUO7967;10105;3;1600;PRO2771;NVDA Vocalizer
QUO7967;3153;4;900;PRO1536;TI-System Installation and Configuration
QUO7968;5424;4;28000;PRO1932;BPS-CONSULTATION
QUO7970;10173;2;6833.26;PRO2773;BPS-Support Engineer
QUO7971;3764;1;1500;PRO1620;Web Hosting-Annual
QUO7971;4044;1;300;PRO1636;TI-INFRASTRUCTURE SETUP
QUO7972;10196;1;17000;PRO2774;Neverfail WAN Smart
QUO7973;10204;4;5486;PRO2775;PASS24RR/V
QUO7973;10205;1;70822;PRO2776;Tag Master
QUO7974;10224;2;18711;PRO2780;i-Lax I-SW25616
QUO7974;10225;2;1575;PRO2781;i-Lax ISB-801J
QUO7974;10226;16;4116;PRO2782;i-Lax IPD-16PAS
QUO7975;9939;1;1233000;PRO2746;BPS-System Maintenance
QUO7976;10267;1;289800;PRO2783;CIPerpetual1M
QUO7976;10268;1;160448;PRO2784;CIULIP1Y1CON_1
QUO7976;10269;1;320528;PRO2785;CIULIP1Y1CON_2
QUO7976;10270;1;480424;PRO2786;CIULIP1Y1CON_3
QUO7977;5593;1;23500;PRO1953;CERTIFIED SECURITY AUDIT
QUO7978;10351;8;13500;PRO2791;Microsoft Dynamics-GP Foundation (Per User)
QUO7978;10352;1;95000;PRO2792;Middle East Human Resources
QUO7978;10353;1;95000;PRO2793;Middle East Payroll (Unlimited Employees)
QUO7978;10354;1;84000;PRO2794;Middle East Payroll Self Service
QUO7979;10366;5;784.18;PRO2798;SQLCAL 2012 SNGL OLP NL UsrCAL
QUO7979;10365;1;3369.5;PRO2797;SQLSvrStd 2012 SNGL OLP NL
QUO7979;10368;5;364.8;PRO2800;WinRmtDsktpSrvcsCAL 2012 SNGL OLP NL UsrCAL
QUO7979;10370;5;126.18;PRO2801;WinSvrCAL 2012 SNGL OLP NL UsrCAL
QUO7979;10367;1;3313.8;PRO2799;WinSvrStd 2012 SNGL OLP NL 2Proc
QUO7980;10380;1;9274;PRO2802;HP Proliant Server and Memory
QUO7981;10382;5;8760;PRO2803;HP ProLiant ML350p G8
QUO7982;10437;1;212000;PRO2804;RentaCar Online Booking Portal
QUO7983;10449;1;1950;PRO2805;AVI-TEC Fingerprint
QUO7983;10450;1;950;PRO2806;AVI Door Lock
QUO7984;10478;1;13616;PRO2807;Wildcard SSL
QUO7984;10479;1;5995;PRO2808;Business‐validated certificate
QUO7984;10480;1;18600;PRO2809;WAVA
QUO7984;10481;1;14720;PRO2810;HS‐SS‐1Y
QUO7985;10678;1;38000;PRO2816;UNIVERGE SV8100 IP Pabx
QUO7985;10686;1;677;PRO2817;DT710 (Economy) IP 6 button Display
QUO7985;10687;1;925;PRO2818;DT730 (Value) IP 12 button Display
QUO7985;10688;1;1151;PRO2819;DT730 (Value) IP 24 button Display
QUO7985;10689;1;1335;PRO2820;DT730 (Value) IP 32 button Display
QUO7985;10690;1;0;PRO2821;DT730 (Value) IP DESI-less Telephone
QUO7985;10692;1;1129;PRO2823;CONSOLE 60 Button DSS Console
QUO7986;5600;3;900;PRO1954;TI-Technical Assistance
QUO7987;10717;1;4048;PRO2824;APC Smart-UPS 3000VA USB & Serial 230V
QUO7987;10718;1;10930;PRO2825;APC Smart-UPS RT 8000VA 230V
QUO7988;10850;1;5600;PRO2827;HP Proliant DL360e Gen8 E
QUO7988;10851;1;900;PRO2828;HP 8GB 2RX4 PC3L 10600R
QUO7988;10852;3;890;PRO2829;HP 1TB 6G SATA 7.2k 3.5in
QUO7988;10866;1;2520;PRO2830;Windows Svr Std 2008 R2
QUO7989;8277;20;60;PRO2373;Trend Micro - Worry-Free Business Security v9
QUO7990;7160;1;1900;PRO2234;ISNSC SSL CERTIFICATE
QUO7991;10970;1;5511.5;PRO2833;MDaemon Pro
QUO7992;10850;1;5600;PRO2827;HP Proliant DL360e Gen8 E
QUO7992;10851;1;900;PRO2828;HP 8GB 2RX4 PC3L 10600R
QUO7992;10852;3;890;PRO2829;HP 1TB 6G SATA 7.2k 3.5in
QUO7992;10866;1;2520;PRO2830;Windows Svr Std 2008 R2
QUO7992;5600;4;900;PRO1954;TI-Technical Assistance
QUO7992;10970;1;5511.5;PRO2833;MDaemon Pro
QUO7993;10850;1;7600;PRO2827;HP Proliant DL360e Gen8 E
QUO7993;10852;1;1200;PRO2829;HP 1TB 6G SATA 7.2k 3.5in
QUO7993;10866;1;2800;PRO2830;Windows Svr Std 2008 R2
QUO7993;11105;1;1500;PRO2841;27U Rack
QUO7993;109;2;800;PRO9;TI-System Installation
QUO7994;11106;1;3300;PRO2842;NSA 220 TotalSecure 1 Yr
QUO7995;112;1;6500;PRO11;Website Design and Development
QUO7996;11132;1;504000;PRO2843;Entry Service tools in addition to SAINT Scanner, 
QUO7997;112;1;8000;PRO11;Website Design and Development
QUO7998;11076;1;190000;PRO2840;SHAREPOINT
QUO7999;4951;150;150;PRO1736;1 GB KIT (2x512 MB RDIMM)
QUO8000;7223;1;95000;PRO2253;BSD-INTELLECT-CRM
QUO8000;9297;2;1200;PRO2569;Administrator Training
QUO8000;9295;4;1200;PRO2567;End User Training
QUO8000;3764;1;2400;PRO1620;Web Hosting-Annual
QUO8001;8256;2;15500;PRO2371;HP DL360G7 SFF Svr E5620
QUO8001;11105;1;2900;PRO2841;27U Rack
QUO8001;7213;1;900;PRO2252;BPS-SYSTEM ENGINEER
QUO8001;11076;1;55000;PRO2840;SHAREPOINT
QUO8001;4593;1;50000;PRO1651;BSD-IMPLEMENTATION FEES
QUO8002;11492;1;9016;PRO2860;HP ProLiant DL380p Gen8 E5-2609 P420i/512MB FBWC/4
QUO8002;11494;3;2116;PRO2862;HP 1.2TB 6G SAS 10K rpm SFF (2.5-inch) SC Enterpri
QUO8002;11493;7;386.4;PRO2861;HP 8GB 2Rx4 PC3L-10600R-9 Kit
QUO8003;11529;4;760;PRO2863;KINGSTON - KTD-PE313Q8LV/16G
QUO8004;4960;1;1200;PRO1742;24-Port 10/100/1000 Gigabit Switch
QUO8004;4958;1;160;PRO1741;Patch Panel 24 port cat 6
QUO8005;6261;1;177600;PRO2074;TI-SLA
QUO8006;11730;1;783;PRO2872;SG300-28 28-port Gigabit Managed Switch
QUO8007;4960;1;1200;PRO1742;24-Port 10/100/1000 Gigabit Switch
QUO8007;2336;1;160;PRO1455;Patch Panel 24 port cat 6
QUO8008;9869;1;1800;PRO2731;F-11 Comet Finger + RFID Master and Attendance
QUO8008;9870;1;450;PRO2732;Magnetic Lock 600LBS
QUO8008;9871;1;300;PRO2733;Power Supply
QUO8008;9873;1;400;PRO2735;Door Lock Installation
QUO8008;9872;1;110;PRO2734;Release Button
QUO8008;7351;1;1400;PRO2308;Attendance Software Installation and Training
QUO8009;11548;1;15300;PRO2866;HP DL360G8
QUO8009;11549;2;950;PRO2867;HP HDD Gen8
QUO8009;7319;1;3400;PRO2291;42U 800x1000 Network rack
QUO8009;5989;1;1200;PRO2034;Linksys 24 port rack mounted
QUO8009;9285;1;900;PRO2557;Hardware Installation,Configuration
QUO8009;10866;1;2510;PRO2830;Windows Svr Std 2008 R2
QUO8010;11832;6;720;PRO2874;HP Proliant DL380 G5
QUO8011;11842;1;9200;PRO2875;Creative Problem Solving
QUO8012;11844;16;9200;PRO2876;Retail Entrepreneurship Program
QUO8013;11913;2;1095;PRO2879;HP LaserJet Pro 400 M401A
QUO8014;11912;2;785;PRO2878;HP LaserJet Pro 400 M401A
QUO8015;11917;2;950;PRO2880;HP LaserJet Pro 400 M401A
QUO8016;11919;2;650;PRO2881;HP LaserJet Pro 400 M401A
QUO8017;11940;1;5000;PRO2882;Logo and Corporate Identity with Guideline
QUO8017;11941;1;3000;PRO2883;Company Profile
QUO8017;11946;1;2000;PRO2888;Brochure
QUO8017;112;1;40000;PRO11;Website Design and Development
QUO8017;11945;1;1400;PRO2887;Hosting
QUO8017;11942;1;5000;PRO2884;Social Media Network establishment
QUO8017;11943;1;6600;PRO2885;Social Media Network page management
QUO8018;11964;2;3350;PRO2889;Edge 93 Tower
QUO8018;11965;2;3260;PRO2890;HP Elite 7500 MT
QUO8018;11966;2;690;PRO2891;RAM Upgrade 16GB
QUO8018;11967;1;1940;PRO2892;HP Scanjet 3000 S2 Sheet-Feed Scanner
QUO8018;11968;1;3040;PRO2893;HP Scanjet Enterprise Flow 5000 s2 Sheet-Feed Scan
QUO8018;11969;1;690;PRO2894;MS Office 2013
QUO8018;11970;1;995;PRO2895;Seagate External Mobile backup storage-2TB
QUO8018;11972;1;1390;PRO2896;Network Storage 2-Bay, 4TB (2HD X 2TB)
QUO8019;11075;24;320;PRO2839;Outsourcing-UnManaged
QUO8023;11987;1;50000;PRO2897;Dubai Holding Intranet Portal
QUO8024;11998;1;5700;PRO2898;HP Printer CP 4025 DN
QUO8025;6261;1;42000;PRO2074;TI-SLA
QUO8026;11965;2;3260;PRO2890;HP Elite 7500 MT
QUO8026;11966;2;690;PRO2891;RAM Upgrade 16GB
QUO8026;11968;2;3040;PRO2893;HP Scanjet Enterprise Flow 5000 s2 Sheet-Feed Scan
QUO8026;11969;2;690;PRO2894;MS Office 2013
QUO8027;12016;1;590;PRO2901;Blackberry 9320
QUO8028;12017;1;120;PRO2902;Wireless Keyboard
QUO8029;12018;1;5400;PRO2903;THINKPAD Tablet  YOGA
QUO8030;12023;5;90;PRO2905;Transcend 32 GB
QUO8031;12024;1;650;PRO2906;21 inch Samsung monitor
QUO8032;6576;1;14000;PRO2099;SCA COMPLIANCY EXTERNAL AUDIT
QUO8032;12046;1;38000;PRO2908;SCA MARGINAL TRADING
QUO8033;6614;1;33000;PRO2102;Managed Co-location-Initial Fees
QUO8033;5553;12;23000;PRO1939;Managed Co-location
QUO8034;112;1;90000;PRO11;Website Design and Development
QUO8035;12103;1;262650;PRO2912;BPS-SHAREPT/CRM-ADMIN
QUO8036;12112;1;8000;PRO2914;Brand Facelift, Emblem and Stationary
QUO8037;12019;5;100;PRO2904;IMATION USB 32GB
QUO8038;12117;20;60;PRO2916;Trend Micro-Worry-Free Business Security v9.x,
QUO8038;12117;5;160;PRO2916;Trend Micro-Worry-Free Business Security v9.x,
QUO8039;9650;1;7800;PRO2689;Extended Validation MDC SSL
QUO8040;12181;4;1776.5;PRO2922;Supp of T1 me and Attendance Machme- Anz
QUO8040;12182;4;4441;PRO2923;BIO-STA110N (FINGER PRINT READER)BST-OC
QUO8040;12183;4;2978;PRO2924;Suprema  B10 Ute Net
QUO8040;12214;61;3029;PRO2954;Lenovo Think Center Edge 93 Tower
QUO8040;12185;61;3211;PRO2926;HP ProDesk  490G1 MT
QUO8040;12186;3;4561;PRO2927;HP 262048-PoE+ Switch
QUO8040;12187;1;2675;PRO2928;HP 2620-24-PoE+ Switch -Eng localizatiOn
QUO8040;12188;61;279;PRO2929;APC Back-UPS 650VA. AVR,  230V
QUO8040;12189;2;8778;PRO2930;APC Smart-UPS RT 5000VA  230V
QUO8040;12190;6;27170;PRO2931;GESTETNER Af1c1o Digital COLOUR MPC4503AD Photocop
QUO8040;12191;6;15314;PRO2932;GESTETNER Aficio Digital COLOR MPC2003ZSP
QUO8040;12192;6;11856;PRO2933;KONICA MINOLTA BH C224e ScarF Print/Copy
QUO8040;12193;2;2487;PRO2934;Epson EB-S18 Projector
QUO8040;12194;2;7388;PRO2935;HP LT05 Ultrium 3000 SAS External tape drive
QUO8040;12195;40;122;PRO2936;HP LT05 Ultrium 3TB RW Data Tape
QUO8040;12196;1;332;PRO2937;HP Ultrium Universal Orang Cartridge
QUO8040;12197;7;716;PRO2938;OJ 7500A Wide format e-AIO Wireless- A3/A4 Colour
QUO8040;12198;7;12665;PRO2939;HP LaserJet Enterprise A3 monochrome 700 MFP M725d
QUO8040;12199;4;15393;PRO2940;HP Scanjet Enterprise Flow n9120 A3/A4 Flatbed Sca
QUO8040;12200;61;1173;PRO2941;OfficeStd 2013 SNGL OLP NL
QUO8040;12201;61;1602;PRO2942;OfficeProPlus 2013 SNGL OLP NL
QUO8040;12202;7;786;PRO2943;VisioStd 2013 SNGL OLP NL
QUO8040;12203;7;1518;PRO2944;VisioPro 2013 SNGL OLP NL
QUO8040;12204;3;1776;PRO2945;Prjct 2013 SNGL OLP NL
QUO8040;12205;3;2959;PRO2946;PrjctPro 2013 SNGL OLP NL w1PrjctSVRCAL
QUO8040;12206;3;2782;PRO2947;WinSVrStd 2012R2 SNGL OLP NL 2Proc
QUO8040;12207;61;106;PRO2948;WinSVrCAL 2012 SNGL OLP NL UsrCAL
QUO8040;12208;61;386;PRO2949;0365ProPiusOpen ShrdSvr SNGL SubsVL OLP NL Annual
QUO8040;12209;61;67;PRO2950;Kaspersky Endpoint Security for Business-Select
QUO8040;12210;61;1706;PRO2951;Acrobat Professional - AOO License
QUO8040;12211;7;13691;PRO2952;Autodesk AutoCAD 2015 Commercial New SLM ELD ACE
QUO8040;12212;1;451;PRO2953;Acrobat Professional - DVD Set
QUO8041;12226;4;1646;PRO2955;Supply oflime and Attendance Machine
QUO8041;12214;61;3029;PRO2954;Lenovo Think Center Edge 93 Tower
QUO8041;12186;3;3206;PRO2927;HP 262048-PoE+ Switch
QUO8041;12187;1;2098;PRO2928;HP 2620-24-PoE+ Switch -Eng localizatiOn
QUO8041;12188;61;279;PRO2929;APC Back-UPS 650VA. AVR,  230V
QUO8041;12189;2;8778;PRO2930;APC Smart-UPS RT 5000VA  230V
QUO8041;12192;6;11856;PRO2933;KONICA MINOLTA BH C224e ScarF Print/Copy
QUO8041;12193;2;2487;PRO2934;Epson EB-S18 Projector
QUO8041;12194;2;7388;PRO2935;HP LT05 Ultrium 3000 SAS External tape drive
QUO8041;12195;40;122;PRO2936;HP LT05 Ultrium 3TB RW Data Tape
QUO8041;12197;7;704;PRO2938;OJ 7500A Wide format e-AIO Wireless- A3/A4 Colour
QUO8041;12198;7;12435;PRO2939;HP LaserJet Enterprise A3 monochrome 700 MFP M725d
QUO8041;12199;4;14111;PRO2940;HP Scanjet Enterprise Flow n9120 A3/A4 Flatbed Sca
QUO8041;12227;2;12840;PRO2956;HP Proliant DL380p E5-2620v2 (2.1GHz/6-core/10MB/8
QUO8041;12228;2;51813;PRO2957;HP Proliant DL380p E5-2620v2 (2.1GHz/6-core/10MB/B
QUO8041;12229;2;32422;PRO2958;HP Proliant DL380p E5-2620v2 (2.1GHz/6-core/10MB/8
QUO8041;12231;2;4750;PRO2960;42U 800x1000 Floor Standing Cabinet F/Glass B/Perf
QUO8041;12233;2;16796;PRO2962;HP DJ Plotber T920e 36'
QUO8041;12234;2;6673;PRO2963;302788-R210 llXL SRVR !POSE EXP
QUO8041;12235;3;5001;PRO2964;275658-IPO R9 SE ADI LIC
QUO8041;12236;1;1103;PRO2965;700476005-IP OFFICE 500 VERSION 2 CONTROL UNIT
QUO8041;12237;1;85;PRO2966;700479702-IP OFFICE 11'500 V2 SYSTEM SD CARD A-LAW
QUO8041;12238;1;296;PRO2967;700504031-IP OFFICE MEDIA CARD VOICE CODING MODULE
